city,state,total population 2019,percent urban 2019,percent rural 2019,median age,median income 2019,median house price 2019,median rent 2019,cost of living index,population density 2019
Huntingburg,Indiana,6170.0,91,9,34.9,24571.0,108110.0,595.0,76.0,1701.0
Lahaina,Hawaii,11704.0,,,37.3,28364.0,756618.0,1425.0,112.7,2034.0
Appleton,Wisconsin,74098.0,100,0,33.9,31357.0,165600.0,781.0,92.1,3548.0
San-Fernando,California,24322.0,100,0,36.0,23306.0,476117.0,1449.0,138.6,10198.0
Michigan-City,Indiana,31015.0,98,2,37.2,22209.0,98307.0,732.0,84.5,1582.0
Rapid-City,South-Dakota,77503.0,97,3,39.1,30627.0,207300.0,828.0,83.4,1738.0
Mentone,California,8720.0,,,37.1,32166.0,349726.0,1116.0,81.0,1400.0
Yankton,South-Dakota,14687.0,99,1,42.0,30967.0,164629.0,634.0,78.0,1893.0
Bozeman,Montana,49831.0,99,1,27.6,36304.0,424059.0,1193.0,96.1,3956.0
Oshkosh,Wisconsin,67004.0,100,0,35.5,27173.0,131000.0,788.0,90.7,2835.0
Peoria,Arizona,175961.0,99,1,42.5,35583.0,307800.0,1332.0,95.7,1273.0
Melville,New-York,18985.0,,,50.2,79339.0,726239.0,2397.0,156.5,1677.0
San-Augustine,Texas,1888.0,0,100,47.9,23568.0,103511.0,565.0,79.0,401.0
Hartford,Wisconsin,15445.0,98,2,39.9,28865.0,207898.0,823.0,97.4,2579.0
Racine,Wisconsin,76760.0,100,0,37.6,23298.0,124500.0,792.0,95.0,4940.0
Morgantown,West-Virginia,30549.0,100,0,25.3,26400.0,226762.0,810.0,87.8,3118.0
Mason,Texas,2305.0,0,100,34.2,21567.0,145566.0,805.0,82.2,626.0
Kalamazoo,Michigan,76200.0,100,0,27.8,22158.0,122000.0,819.0,82.4,3087.0
Siren,Wisconsin,774.0,0,100,46.9,25582.0,126881.0,784.0,87.8,701.0
Martinsville,Illinois,1088.0,0,100,33.5,21785.0,76115.0,530.0,86.0,529.0
Colorado-Springs,Colorado,478221.0,99,1,35.6,36384.0,318200.0,1212.0,98.5,2575.0
West-Dundee,Illinois,8113.0,100,0,43.4,45232.0,274579.0,1246.0,104.2,3050.0
Spirit-Lake,Iowa,5155.0,99,1,42.8,36069.0,168038.0,868.0,79.4,1549.0
Wheatland,Wyoming,3462.0,93,7,49.5,45543.0,182187.0,769.0,83.9,817.0
Savannah,Georgia,,,,,,,,,
Haledon,New-Jersey,8293.0,100,0,35.3,31495.0,285578.0,1441.0,119.0,7147.0
Sarasota,Florida,58285.0,100,0,50.3,42257.0,293149.0,1202.0,96.3,3914.0
Sunray,Texas,1812.0,0,100,34.8,26031.0,99793.0,797.0,78.9,1072.0
Providence,Rhode-Island,179883.0,100,0,31.9,28508.0,237200.0,1059.0,94.0,9741.0
Troutdale,Oregon,16183.0,100,0,35.3,33125.0,338700.0,1267.0,101.9,3243.0
Texarkana,Arkansas,29657.0,87,13,40.2,24817.0,127568.0,736.0,80.9,931.0
Flint,Michigan,95538.0,100,0,36.2,19479.0,34400.0,735.0,78.7,2841.0
Greensboro,North-Carolina,296710.0,100,0,34.7,30112.0,169600.0,921.0,91.2,2834.0
Oakley,Kansas,2075.0,0,100,40.3,28944.0,108513.0,696.0,78.8,1098.0
Chula-Vista,California,274492.0,99,1,37.4,33458.0,546400.0,1715.0,135.1,5616.0
McAllen,Texas,143268.0,100,0,35.3,23924.0,129400.0,786.0,81.2,3116.0
Baltimore,Maryland,593490.0,100,0,35.9,32430.0,179100.0,1090.0,129.8,7345.0
Willowick,Ohio,14105.0,100,0,39.9,29745.0,125047.0,842.0,93.7,5607.0
Steamboat-Springs,Colorado,13214.0,87,13,37.4,50074.0,671498.0,1479.0,101.1,1314.0
Beaumont,Texas,116825.0,98,2,34.6,30253.0,126200.0,884.0,81.8,1374.0
Edmond,Oklahoma,94054.0,95,5,39.0,49153.0,264200.0,1055.0,86.0,1105.0
Okawville,Illinois,1360.0,0,100,36.4,35665.0,121590.0,797.0,87.3,671.0
Alpena,Michigan,9956.0,98,2,42.5,24318.0,81680.0,632.0,75.4,1188.0
North-Haven,Connecticut,24093.0,,,47.1,47306.0,301780.0,1322.0,128.8,1159.0
Twin-Falls,Idaho,50197.0,100,0,33.3,26189.0,188320.0,794.0,85.5,4180.0
Covington,Kentucky,40341.0,100,0,36.7,27942.0,122297.0,697.0,87.4,3071.0
Windsor,Colorado,30477.0,89,11,39.4,46828.0,498186.0,1424.0,104.2,2081.0
New-Haven,Michigan,4907.0,100,0,31.5,23666.0,136371.0,1035.0,88.6,2029.0
Enid,Oklahoma,49688.0,95,5,35.4,28256.0,116375.0,864.0,80.5,672.0
Pittsburgh,Pennsylvania,300286.0,100,0,33.3,37278.0,149200.0,1014.0,95.5,5402.0
Bangor,Maine,32262.0,94,6,38.5,33308.0,167416.0,826.0,97.2,937.0
Springfield,Missouri,167882.0,100,0,33.6,24831.0,124000.0,733.0,82.4,2295.0
Woonsocket,Rhode-Island,41751.0,100,0,36.3,25651.0,189999.0,933.0,92.0,5418.0
Marianna,Arkansas,3402.0,93,7,43.7,16868.0,73002.0,507.0,78.6,946.0
Coleman,Wisconsin,688.0,0,100,37.3,26689.0,104933.0,631.0,85.4,611.0
Jackson,Mississippi,160628.0,100,0,34.7,22112.0,91100.0,858.0,83.4,1531.0
Chillicothe,Ohio,21722.0,99,1,40.7,29263.0,120385.0,691.0,77.2,2276.0
California,Maryland,11857.0,,,35.6,39810.0,286001.0,1535.0,83.4,918.0
Bedford,Virginia,6597.0,97,3,34.4,23888.0,151972.0,788.0,84.4,958.0
Covington,Tennessee,8834.0,90,10,35.3,24470.0,128316.0,731.0,85.0,858.0
Buffalo,New-York,255284.0,100,0,32.7,25621.0,117500.0,807.0,101.4,6286.0
Evansville,Indiana,117979.0,100,0,36.7,25212.0,97700.0,804.0,81.7,2898.0
Alton,Texas,18105.0,100,0,28.3,13883.0,79245.0,761.0,81.3,8571.0
Arlington-Heights,Illinois,74760.0,100,0,44.6,51812.0,374100.0,1489.0,107.2,4556.0
Howell,Michigan,9604.0,100,0,39.7,30564.0,189865.0,897.0,90.2,2336.0
El-Campo,Texas,11539.0,96,4,35.8,28662.0,169614.0,811.0,80.7,1545.0
Cranston,Rhode-Island,81456.0,99,1,40.6,36495.0,270600.0,1101.0,92.7,2851.0
Sayreville,New-Jersey,44173.0,100,0,39.9,39126.0,315912.0,1384.0,120.3,2778.0
Sedona,Arizona,10339.0,66,34,62.0,51054.0,573873.0,1355.0,104.4,556.0
West-Park,Florida,15089.0,100,0,35.1,34357.0,300400.0,1483.0,112.2,
Mobile,Alabama,188720.0,99,1,37.5,27432.0,129700.0,876.0,83.5,1601.0
Oak-Grove,Kentucky,7320.0,86,14,24.4,22108.0,122751.0,950.0,87.5,710.0
Chubbuck,Idaho,15588.0,100,0,32.9,23948.0,190514.0,822.0,87.7,4409.0
San-Diego,California,1423851.0,100,0,35.4,43249.0,658400.0,1806.0,139.7,4390.0
Lemont,Illinois,17291.0,100,0,46.2,48969.0,384786.0,1090.0,104.7,2680.0
Huntsville,Alabama,200574.0,97,3,35.8,34274.0,185200.0,846.0,83.4,1152.0
Lake-City,South-Carolina,6497.0,96,4,39.2,18061.0,91332.0,735.0,80.6,1369.0
Bakersfield,California,384145.0,99,1,31.4,28428.0,264500.0,1105.0,91.8,3397.0
Lancaster,Pennsylvania,59265.0,100,0,31.9,23309.0,124560.0,897.0,95.0,8011.0
Jersey-City,New-Jersey,262075.0,100,0,34.1,49085.0,424900.0,1541.0,122.5,17570.0
Victorville,California,122385.0,99,1,30.6,18042.0,258900.0,1231.0,80.4,1682.0
El-Paso,Texas,681728.0,99,1,32.9,22583.0,133600.0,847.0,82.2,2737.0
Boonville,Missouri,8439.0,96,4,38.3,21934.0,120977.0,679.0,75.5,1225.0
Salem,Oregon,174365.0,100,0,34.8,27429.0,286600.0,1060.0,95.6,3813.0
Sault-Ste.-Marie,Michigan,13420.0,89,11,33.5,24892.0,101278.0,711.0,77.2,906.0
New-Brunswick,New-Jersey,55676.0,100,0,24.0,18252.0,261973.0,1528.0,124.2,10652.0
Sealy,Texas,6446.0,91,9,37.9,24746.0,182045.0,962.0,85.1,933.0
Minneapolis,Minnesota,429606.0,100,0,32.2,39617.0,282200.0,1068.0,114.4,7826.0
Fair-Haven,New-Jersey,5736.0,100,0,41.0,78445.0,771973.0,2315.0,123.5,3439.0
Reno,Nevada,255601.0,100,0,35.9,40160.0,378600.0,1149.0,98.3,3698.0
New-Castle,Pennsylvania,21618.0,100,0,41.2,21063.0,67406.0,639.0,83.6,2532.0
Albany,Georgia,72130.0,98,2,34.1,18462.0,108400.0,747.0,88.2,1299.0
Visalia,California,134605.0,100,0,32.8,26429.0,264000.0,1147.0,88.9,4710.0
Hartford,Connecticut,122105.0,100,0,32.5,21842.0,173500.0,995.0,106.4,7056.0
Windsor,Missouri,2784.0,89,11,38.0,20446.0,81115.0,621.0,74.2,1182.0
New-Haven,Connecticut,130250.0,100,0,32.0,26641.0,198200.0,1198.0,130.4,6910.0
Ocala,Florida,60786.0,100,0,38.5,28603.0,163749.0,998.0,84.7,1573.0
Fort-Myers-Beach,Florida,7094.0,100,0,68.5,68523.0,487767.0,1221.0,96.3,2477.0
New-York,New-York,8336817.0,100,0,37.2,43046.0,680800.0,1483.0,162.3,27486.0
Williamsport,Ohio,1074.0,0,100,35.2,19368.0,109188.0,749.0,83.1,801.0
Blackwell,Oklahoma,6562.0,97,3,39.9,23872.0,68557.0,776.0,78.3,1204.0
Fortuna,California,12259.0,100,0,40.8,27900.0,314889.0,935.0,94.9,2546.0
Miami,Florida,467963.0,100,0,40.7,30934.0,358500.0,1298.0,116.2,13118.0
Herrin,Illinois,12687.0,97,3,39.3,28532.0,90371.0,661.0,74.7,1547.0
Grand-Forks,North-Dakota,55839.0,100,0,29.3,32587.0,218753.0,814.0,99.1,2902.0
Macon,Georgia,89981.0,99,1,33.7,23056.0,105248.0,779.0,87.8,1612.0
Alexandria,Virginia,159428.0,100,0,37.1,68439.0,572500.0,1781.0,174.1,10504.0
Plymouth,Connecticut,12243.0,,,41.9,38250.0,200997.0,,138.0,564.0
Odessa,Texas,123334.0,99,1,30.9,29420.0,163200.0,1176.0,82.8,3352.0
Edgewater,Maryland,9023.0,,,43.4,48571.0,371500.0,1789.0,133.0,
Jonesboro,Arkansas,78394.0,94,6,34.6,27996.0,166000.0,731.0,81.1,984.0
Fayetteville,North-Carolina,211657.0,100,0,30.2,25141.0,128000.0,959.0,88.7,3602.0
Callaway,Florida,14060.0,99,1,39.3,25825.0,169279.0,1107.0,86.9,2473.0
Fresno,California,531576.0,100,0,31.8,23739.0,276600.0,1058.0,95.8,5093.0
Battle-Creek,Michigan,51093.0,99,1,36.1,26138.0,90982.0,788.0,81.9,1193.0
West-Jordan,Utah,116480.0,100,0,32.3,29369.0,337600.0,1206.0,91.1,3769.0
Greenville,North-Carolina,93400.0,99,1,28.1,27615.0,165000.0,866.0,88.7,3652.0
Fort-Wayne,Indiana,270402.0,100,0,35.4,27389.0,124400.0,764.0,82.6,3425.0
Niantic,Connecticut,3114.0,,,56.0,54658.0,310876.0,1228.0,108.9,2130.0
Houston,Texas,2320268.0,100,0,33.4,33377.0,195800.0,1095.0,93.8,4004.0
Nampa,Idaho,99277.0,100,0,33.0,23631.0,214000.0,1010.0,92.2,5000.0
Santa-Fe,New-Mexico,84683.0,97,3,44.9,36146.0,303200.0,1091.0,98.6,2268.0
Chicago,Illinois,2693976.0,100,0,35.2,40277.0,275200.0,1134.0,108.9,11861.0
Ironton,Ohio,10532.0,100,0,44.7,22386.0,103469.0,617.0,80.7,2547.0
Alexandria,Kentucky,9715.0,99,1,40.3,36888.0,186073.0,806.0,86.9,1804.0
Harlingen,Texas,65022.0,99,1,30.8,19451.0,93900.0,745.0,79.4,1908.0
Jefferson-City,Missouri,42708.0,99,1,39.8,29172.0,150714.0,711.0,82.5,1567.0
Ventura,California,110873.0,,,36.7,40635.0,611935.0,,99.5,891.0
St.-Cloud,Minnesota,68462.0,98,2,34.1,31252.0,169500.0,870.0,99.2,2270.0
Cedar-Rapids,Iowa,133562.0,99,1,36.7,31960.0,146700.0,758.0,87.0,2115.0
Kane,Pennsylvania,3446.0,98,2,42.6,25162.0,59426.0,603.0,81.9,2208.0
Champaign,Illinois,88909.0,100,0,27.2,28817.0,154600.0,985.0,89.4,5234.0
Fredericksburg,Virginia,29036.0,99,1,30.6,36965.0,388310.0,1278.0,166.2,2761.0
Farmington,New-Mexico,44372.0,97,3,35.0,25093.0,190506.0,795.0,86.9,1670.0
Bend,Oregon,100421.0,100,0,39.8,38438.0,426600.0,1522.0,102.2,3136.0
Virginia-Beach,Virginia,449974.0,98,2,36.6,39269.0,296200.0,1363.0,97.0,1812.0
Eagar,Arizona,4941.0,84,16,38.8,24212.0,214630.0,676.0,84.4,436.0
Flora,Illinois,4852.0,96,4,42.4,26152.0,84393.0,612.0,74.2,1093.0
Panama-City,Florida,34667.0,100,0,40.6,28287.0,177720.0,1084.0,87.4,1690.0
Lancaster,New-Hampshire,1725.0,,,44.2,29391.0,136453.0,807.0,97.8,840.0
Marquette,Michigan,20995.0,98,2,28.4,26983.0,183881.0,837.0,81.7,1841.0
Coos-Bay,Oregon,16361.0,99,1,41.7,31663.0,205809.0,875.0,87.6,1545.0
Cumberland,Maryland,19284.0,100,0,40.5,22837.0,97296.0,614.0,83.7,2126.0
Rancho-Mirage,California,18528.0,99,1,66.9,71608.0,547559.0,1296.0,82.6,762.0
Garden-City,Kansas,26408.0,100,0,31.2,24846.0,160407.0,825.0,77.5,3095.0
Hermleigh,Texas,345.0,,,48.0,26097.0,69704.0,857.0,78.1,38.0
Alexandria,Louisiana,46180.0,100,0,38.9,29990.0,153166.0,858.0,83.2,1748.0
Dover,New-Jersey,17725.0,100,0,37.9,29644.0,282569.0,1502.0,115.1,6615.0
Santa-Clarita,California,212979.0,100,0,38.5,41073.0,584400.0,2044.0,135.1,4453.0
Heyworth,Illinois,2867.0,100,0,39.3,29383.0,158410.0,687.0,87.7,1856.0
Southaven,Mississippi,55780.0,96,4,35.8,28396.0,171475.0,1064.0,86.4,1651.0
Spokane,Washington,222081.0,100,0,37.0,31693.0,228500.0,893.0,92.8,3845.0
Roanoke,Virginia,99143.0,100,0,37.8,27183.0,147300.0,822.0,85.9,2312.0
Athens,Georgia,85116.0,,,24.2,24593.0,203638.0,,100.6,1321.0
Neptune-City,New-Jersey,4596.0,100,0,42.1,41063.0,305140.0,1212.0,120.9,5058.0
Chesapeake,Virginia,244835.0,94,6,37.8,35914.0,290900.0,1225.0,96.5,719.0
Winchester,Virginia,28078.0,100,0,38.8,31152.0,257476.0,1056.0,89.4,3008.0
Wausau,Wisconsin,38561.0,99,1,39.4,30383.0,129075.0,714.0,90.3,2339.0
Eufaula,Alabama,11709.0,69,31,38.4,22293.0,138244.0,589.0,80.1,197.0
Santa-Maria,California,107263.0,100,0,28.7,22115.0,373200.0,1371.0,109.9,5550.0
Spring-Hill,Florida,113787.0,100,0,45.4,26221.0,174800.0,1087.0,93.5,2142.0
Cicero,New-York,31632.0,,,39.9,34747.0,155146.0,,105.6,653.0
Richland,Missouri,1795.0,0,100,41.5,27002.0,89450.0,470.0,75.7,791.0
Newport-News,Virginia,179225.0,100,0,33.4,29612.0,186600.0,1088.0,95.9,2624.0
Pine-Hill,New-Jersey,10417.0,100,0,38.0,35478.0,142921.0,1050.0,99.4,2651.0
Dunbar,West-Virginia,7093.0,100,0,44.0,26982.0,93414.0,815.0,85.3,2500.0
Lafayette,Louisiana,126185.0,100,0,37.6,35120.0,202600.0,853.0,84.7,2651.0
Wilton,Connecticut,18062.0,,,42.9,100923.0,924882.0,,152.7,670.0
Dubuque,Iowa,57882.0,100,0,37.8,29479.0,147457.0,833.0,84.9,2186.0
Charleston,West-Virginia,46536.0,98,2,41.9,35842.0,138413.0,700.0,85.4,1473.0
Shreveport,Louisiana,187112.0,100,0,36.1,28252.0,152000.0,830.0,84.6,1814.0
West-Plains,Missouri,12304.0,92,8,36.4,23463.0,106550.0,627.0,74.4,995.0
Abilene,Texas,123420.0,96,4,32.4,25375.0,138400.0,899.0,82.2,1174.0
Bridgeport,West-Virginia,8842.0,98,2,45.2,42997.0,234138.0,1091.0,86.9,1065.0
Clementon,New-Jersey,4957.0,100,0,34.8,26530.0,140729.0,991.0,99.3,2621.0
Beaumont,California,51063.0,99,1,35.1,30688.0,351900.0,1437.0,80.5,1879.0
Dayton,Ohio,140407.0,100,0,33.0,19696.0,67900.0,730.0,93.3,2517.0
Norfolk,Virginia,242742.0,100,0,31.1,29408.0,218000.0,1021.0,96.5,4518.0
Burnsville,North-Carolina,1647.0,0,100,43.3,25712.0,211568.0,556.0,82.1,1043.0
Manchester,New-Hampshire,112673.0,100,0,38.7,34630.0,253900.0,1184.0,119.6,3413.0
Harahan,Louisiana,9250.0,100,0,44.8,36227.0,255622.0,1024.0,96.5,4701.0
Bettendorf,Iowa,36543.0,100,0,40.5,46343.0,239657.0,893.0,86.0,1721.0
Dayton,Kentucky,5609.0,100,0,37.4,29592.0,110795.0,795.0,87.2,4226.0
New-Iberia,Louisiana,28454.0,99,1,37.2,21993.0,114600.0,796.0,79.3,2694.0
Charleston,Illinois,20117.0,99,1,26.8,26412.0,112774.0,730.0,76.9,2517.0
Canyon,Texas,15945.0,99,1,26.8,28162.0,173657.0,866.0,83.6,3220.0
Logan,Utah,51542.0,100,0,24.8,19839.0,234675.0,809.0,89.4,3120.0
Dodge-City,Kansas,27104.0,98,2,30.3,22818.0,117216.0,796.0,76.2,2149.0
Hephzibah,Georgia,3944.0,16,84,42.8,27533.0,133376.0,920.0,80.7,204.0
Osseo,Wisconsin,1676.0,0,100,40.5,28409.0,135616.0,688.0,86.0,813.0
Boulder,Colorado,105673.0,100,0,28.9,48185.0,795000.0,1658.0,123.3,4335.0
Anaheim,California,350365.0,100,0,35.2,31368.0,630500.0,1733.0,88.4,7159.0
Kingsport,Tennessee,54127.0,98,2,44.9,32843.0,162103.0,651.0,80.9,1228.0
Fairview-Heights,Illinois,16303.0,100,0,40.3,37586.0,148200.0,902.0,90.0,1462.0
Dunn-Loring,Virginia,8803.0,,,42.2,71063.0,772023.0,2898.0,173.3,4318.0
Austin,Indiana,4118.0,99,1,42.2,16334.0,79376.0,800.0,77.2,1697.0
Riverhead,New-York,13299.0,,,42.5,34719.0,361928.0,1427.0,154.2,881.0
Brawley,California,26227.0,100,0,30.5,17931.0,221509.0,808.0,93.9,4499.0
Center,Texas,5175.0,96,4,25.1,16766.0,83529.0,581.0,76.3,830.0
Murdo,South-Dakota,,,,,,,,,
Big-Lake,Texas,3367.0,98,2,29.9,25643.0,109320.0,923.0,77.4,2716.0
Clarkston,Washington,7375.0,100,0,36.3,23119.0,163501.0,804.0,89.3,3825.0
Port-Charlotte,Florida,65951.0,99,1,50.4,26497.0,193700.0,1021.0,90.6,2962.0
Marion,Illinois,17520.0,97,3,39.1,31416.0,119018.0,765.0,76.7,1366.0
Marina,California,22781.0,99,1,34.5,31923.0,598699.0,1554.0,110.8,2605.0
Westbrook,Maine,19074.0,96,4,39.1,35342.0,250738.0,1080.0,102.1,1131.0
Escanaba,Michigan,12160.0,100,0,43.5,24311.0,94271.0,573.0,76.2,961.0
Rayville,Louisiana,3474.0,100,0,32.0,13291.0,74918.0,646.0,78.3,1543.0
Bargersville,Indiana,8076.0,97,3,34.6,48944.0,246920.0,985.0,87.5,7395.0
Knoxville,Tennessee,187603.0,100,0,34.2,27234.0,155400.0,871.0,86.2,2025.0
Eureka,California,26710.0,100,0,38.0,32558.0,312667.0,939.0,96.7,2826.0
Roswell,New-Mexico,47551.0,99,1,35.8,22625.0,96108.0,743.0,81.0,1643.0
Casper,Wyoming,57931.0,100,0,37.7,32760.0,223996.0,768.0,80.7,2419.0
Elizabethtown,Kentucky,30289.0,98,2,37.7,30828.0,181839.0,808.0,84.6,1258.0
Bloomfield,Indiana,2300.0,98,2,43.2,28200.0,91596.0,483.0,83.3,1666.0
Monroe,Louisiana,47294.0,100,0,34.0,22516.0,142455.0,682.0,84.4,1649.0
Sedalia,Missouri,21629.0,99,1,36.4,23250.0,96718.0,707.0,75.6,1809.0
Houghton,Michigan,7754.0,100,0,22.2,16962.0,170366.0,677.0,83.2,1798.0
Waynesville,North-Carolina,10141.0,94,6,49.3,30496.0,181216.0,835.0,90.8,1309.0
International-Falls,Minnesota,5811.0,96,4,47.0,26290.0,97182.0,666.0,74.6,927.0
Harrisonburg,Virginia,53016.0,100,0,25.5,23975.0,214189.0,956.0,87.5,3019.0
